RecordID,FirstName,LastName,FullName,Age,Gender,Country,Province,SouthAfricanID,CaseNumber,CrimeType,FinancialScore,EstimatedFraudAmount_ZAR,RiskLevel,CaseStatus,BankInvolved,PreviousOffenses,Arrested,CrimeDate,CourtDate,InvestigatingOfficer,StationCode
863,Ayanda,Zulu,Ayanda Zulu,45,Male,South Africa,Eastern Cape,9007241226165,SA-CAS-328316,Cybercrime,739,1232666,Critical,Court Pending,Nedbank,2,Yes,2020-09-11,2015-02-14,Officer Smith,SA-ST-939
864,Nomsa,Mokoena,Nomsa Mokoena,49,Male,South Africa,Eastern Cape,6402199340082,SA-CAS-319502,Armed Robbery,707,1111545,Critical,Under Investigation,Nedbank,0,No,2022-09-14,2025-07-28,Officer Nkosi,SA-ST-352
865,Thabo,Dlamini,Thabo Dlamini,58,Female,South Africa,Gauteng,7302207384154,SA-CAS-381177,Drug Trafficking,522,936231,High,Convicted,FNB,1,No,2021-06-24,2022-11-22,Officer Smith,SA-ST-174
866,Tendai,Naidoo,Tendai Naidoo,61,Male,South Africa,Limpopo,9001113868057,SA-CAS-112886,Fraud,410,3919188,Medium,Closed,FNB,4,No,2017-12-12,2020-06-10,Officer Moyo,SA-ST-488
867,Mpho,Khumalo,Mpho Khumalo,63,Male,South Africa,North West,0312211294060,SA-CAS-932261,Money Laundering,365,3667327,Critical,Court Pending,Absa,10,No,2018-08-29,2024-03-15,Officer Mabena,SA-ST-498
868,Lerato,Mokoena,Lerato Mokoena,58,Female,South Africa,Limpopo,6911239175041,SA-CAS-900229,Drug Trafficking,557,4805762,Medium,Convicted,Standard Bank,4,Yes,2019-07-18,2016-10-29,Officer Smith,SA-ST-790
869,Ayanda,Nkosi,Ayanda Nkosi,62,Female,South Africa,Limpopo,6204038925082,SA-CAS-494629,Money Laundering,519,3969286,Critical,Under Investigation,Capitec,9,Yes,2020-03-15,2025-06-03,Officer Moyo,SA-ST-857
870,Naledi,Pillay,Naledi Pillay,63,Female,South Africa,KwaZulu-Natal,6303059136197,SA-CAS-199144,Drug Trafficking,497,2171984,Medium,Under Investigation,Capitec,1,Yes,2021-03-17,2023-08-18,Officer Smith,SA-ST-369
871,Sipho,Khumalo,Sipho Khumalo,54,Female,South Africa,Northern Cape,7605184058154,SA-CAS-931108,Cybercrime,330,1838594,Medium,Convicted,Nedbank,0,No,2024-03-08,2016-08-30,Officer Mabena,SA-ST-700
872,Tendai,Khumalo,Tendai Khumalo,32,Female,South Africa,Limpopo,6301075392174,SA-CAS-326220,Corruption,590,2268308,Medium,Under Investigation,Standard Bank,1,No,2021-03-25,2024-07-03,Officer Naidoo,SA-ST-742
873,Nomsa,Mabaso,Nomsa Mabaso,48,Female,South Africa,Eastern Cape,9402091232156,SA-CAS-346605,Vehicle Theft,455,2693915,Critical,Closed,Capitec,0,No,2023-01-21,2017-11-26,Officer Nkosi,SA-ST-426
874,Ayanda,Mthembu,Ayanda Mthembu,32,Female,South Africa,North West,7712081479022,SA-CAS-342725,Drug Trafficking,797,1755526,High,Court Pending,Capitec,3,No,2024-09-26,2018-07-30,Officer Mabena,SA-ST-219
875,Nomsa,Naidoo,Nomsa Naidoo,62,Female,South Africa,North West,9705215784179,SA-CAS-702103,Money Laundering,554,3579619,Critical,Court Pending,Nedbank,6,Yes,2017-11-17,2021-06-29,Officer Mabena,SA-ST-707
876,Sipho,Mabaso,Sipho Mabaso,61,Female,South Africa,Limpopo,6612091693050,SA-CAS-547658,Cybercrime,334,2909699,Low,Closed,Standard Bank,9,Yes,2018-12-31,2023-06-18,Officer Nkosi,SA-ST-222
877,Ayanda,Naidoo,Ayanda Naidoo,26,Female,South Africa,KwaZulu-Natal,6009057225028,SA-CAS-248608,Cybercrime,385,1429854,Medium,Convicted,African Bank,0,No,2019-05-29,2022-01-02,Officer Mabena,SA-ST-661
878,Naledi,Naidoo,Naledi Naidoo,36,Male,South Africa,Northern Cape,6104079905054,SA-CAS-770533,Money Laundering,334,3087411,Low,Under Investigation,Capitec,10,Yes,2015-09-21,2024-12-20,Officer Mabena,SA-ST-526
879,Nomsa,Nkosi,Nomsa Nkosi,39,Female,South Africa,Limpopo,8809157731097,SA-CAS-104170,Drug Trafficking,756,2981595,Low,Closed,Standard Bank,5,Yes,2018-03-04,2021-02-22,Officer Smith,SA-ST-789
880,Naledi,Mokoena,Naledi Mokoena,50,Female,South Africa,Mpumalanga,9702208120086,SA-CAS-635996,Fraud,718,4932703,Medium,Convicted,Absa,10,Yes,2016-12-10,2023-07-05,Officer Mabena,SA-ST-754
881,Sipho,Naidoo,Sipho Naidoo,47,Male,South Africa,KwaZulu-Natal,0510038921013,SA-CAS-877989,Money Laundering,606,569693,Critical,Open,Standard Bank,2,No,2024-08-30,2025-09-13,Officer Nkosi,SA-ST-434
882,Ayanda,Dlamini,Ayanda Dlamini,26,Male,South Africa,Free State,9408164752023,SA-CAS-811438,Identity Theft,843,588292,High,Closed,Nedbank,5,Yes,2019-05-20,2025-10-26,Officer Nkosi,SA-ST-458
883,Brian,Pillay,Brian Pillay,65,Male,South Africa,Western Cape,7912075318140,SA-CAS-716335,Money Laundering,461,3379115,Medium,Closed,Capitec,3,No,2019-09-06,2021-03-31,Officer Smith,SA-ST-798
884,Thabo,Nkosi,Thabo Nkosi,63,Male,South Africa,North West,8909072035131,SA-CAS-755094,Vehicle Theft,537,1608015,Critical,Convicted,Nedbank,7,Yes,2025-04-11,2019-02-22,Officer Moyo,SA-ST-451
885,Thabo,Nkosi,Thabo Nkosi,24,Male,South Africa,Mpumalanga,0009255847193,SA-CAS-146711,Drug Trafficking,427,4941597,High,Court Pending,FNB,3,No,2024-03-31,2024-06-18,Officer Smith,SA-ST-847
886,Zanele,Ndlovu,Zanele Ndlovu,39,Male,South Africa,Eastern Cape,8507132025169,SA-CAS-487946,Identity Theft,574,4142418,Low,Court Pending,FNB,10,No,2021-04-21,2015-10-08,Officer Mabena,SA-ST-448
887,Tendai,Khumalo,Tendai Khumalo,64,Male,South Africa,Western Cape,0504188798089,SA-CAS-834945,Cybercrime,662,2556201,Critical,Convicted,FNB,7,No,2022-09-26,2017-06-21,Officer Smith,SA-ST-400
888,Lerato,Zulu,Lerato Zulu,41,Male,South Africa,Mpumalanga,6607219015048,SA-CAS-642567,Identity Theft,795,3494287,Low,Under Investigation,Standard Bank,1,Yes,2024-05-26,2019-07-25,Officer Smith,SA-ST-163
889,Nomsa,Khumalo,Nomsa Khumalo,46,Female,South Africa,North West,8411128186178,SA-CAS-294587,Drug Trafficking,362,1190438,Critical,Closed,Nedbank,5,Yes,2018-02-23,2018-05-16,Officer Moyo,SA-ST-437
890,Lerato,Ndlovu,Lerato Ndlovu,48,Male,South Africa,Gauteng,6905058507176,SA-CAS-632127,Money Laundering,779,2122016,Low,Open,African Bank,5,Yes,2016-01-10,2019-12-13,Officer Smith,SA-ST-898
891,Nomsa,Dlamini,Nomsa Dlamini,51,Male,South Africa,Eastern Cape,6902259645161,SA-CAS-787753,Corruption,522,1145215,Low,Closed,Nedbank,8,No,2020-04-15,2024-08-29,Officer Nkosi,SA-ST-995
892,Lerato,Dlamini,Lerato Dlamini,20,Female,South Africa,Free State,6402015489160,SA-CAS-478948,Money Laundering,797,530377,Medium,Convicted,Nedbank,5,No,2023-09-11,2015-11-25,Officer Smith,SA-ST-354
893,Mpho,Khumalo,Mpho Khumalo,48,Female,South Africa,Eastern Cape,7801027773042,SA-CAS-451566,Cybercrime,439,752896,High,Court Pending,Capitec,0,No,2021-08-13,2025-11-26,Officer Smith,SA-ST-946
894,Nomsa,Naidoo,Nomsa Naidoo,48,Male,South Africa,Eastern Cape,9012231532141,SA-CAS-689213,Fraud,619,2710871,Critical,Court Pending,FNB,6,No,2019-05-06,2025-11-23,Officer Smith,SA-ST-895
895,Brian,Zulu,Brian Zulu,59,Male,South Africa,Free State,9009207745087,SA-CAS-927316,Vehicle Theft,318,2769632,Medium,Open,Capitec,9,No,2015-05-09,2024-05-22,Officer Mabena,SA-ST-910
896,Naledi,Dlamini,Naledi Dlamini,53,Male,South Africa,KwaZulu-Natal,9112169992148,SA-CAS-496459,Money Laundering,487,1020527,High,Convicted,African Bank,8,No,2018-07-12,2022-06-09,Officer Smith,SA-ST-243
897,Nomsa,Pillay,Nomsa Pillay,21,Male,South Africa,Limpopo,7708101380120,SA-CAS-837648,Money Laundering,488,3184036,Critical,Open,Standard Bank,8,Yes,2021-06-05,2025-06-26,Officer Naidoo,SA-ST-482
898,Mpho,Ndlovu,Mpho Ndlovu,48,Female,South Africa,Northern Cape,6605146548143,SA-CAS-544920,Armed Robbery,643,643807,Critical,Convicted,FNB,3,Yes,2015-03-02,2015-05-25,Officer Moyo,SA-ST-625
899,Ayanda,Ndlovu,Ayanda Ndlovu,42,Male,South Africa,Mpumalanga,8102201218054,SA-CAS-136746,Cybercrime,849,3475298,Low,Convicted,Standard Bank,3,Yes,2019-01-18,2016-01-05,Officer Mabena,SA-ST-666
900,Ayanda,Nkosi,Ayanda Nkosi,23,Male,South Africa,Free State,7407202496044,SA-CAS-732051,Cybercrime,370,225259,Low,Closed,Absa,3,No,2024-02-07,2022-10-02,Officer Nkosi,SA-ST-121
901,Naledi,Ndlovu,Naledi Ndlovu,30,Female,South Africa,Limpopo,7203111029129,SA-CAS-177682,Armed Robbery,477,826751,Critical,Under Investigation,Capitec,5,Yes,2025-03-30,2022-01-18,Officer Smith,SA-ST-552
902,Tendai,Pillay,Tendai Pillay,43,Male,South Africa,KwaZulu-Natal,9211085882195,SA-CAS-316283,Cybercrime,835,1346075,High,Closed,Standard Bank,7,No,2018-02-13,2022-02-14,Officer Moyo,SA-ST-427
903,Mpho,Nkosi,Mpho Nkosi,55,Female,South Africa,KwaZulu-Natal,8102226193177,SA-CAS-697602,Money Laundering,794,4962313,Critical,Convicted,Capitec,7,Yes,2021-02-26,2022-11-24,Officer Moyo,SA-ST-378
904,Zanele,Nkosi,Zanele Nkosi,20,Male,South Africa,Gauteng,6306067841166,SA-CAS-957716,Vehicle Theft,464,3763904,Medium,Open,Standard Bank,3,Yes,2024-10-25,2015-09-05,Officer Nkosi,SA-ST-665
905,Thabo,Zulu,Thabo Zulu,29,Female,South Africa,Northern Cape,6512074183015,SA-CAS-182727,Vehicle Theft,507,3683474,High,Court Pending,Absa,2,Yes,2024-07-12,2025-11-21,Officer Moyo,SA-ST-895
906,Nomsa,Ndlovu,Nomsa Ndlovu,42,Female,South Africa,Eastern Cape,9604274938144,SA-CAS-411439,Cybercrime,760,3836511,Low,Convicted,Nedbank,2,No,2024-07-01,2022-09-02,Officer Nkosi,SA-ST-594
907,Thabo,Mabaso,Thabo Mabaso,45,Female,South Africa,Free State,0306107986156,SA-CAS-125951,Armed Robbery,778,4200742,Critical,Court Pending,FNB,0,No,2017-10-04,2016-12-29,Officer Moyo,SA-ST-721
908,Brian,Naidoo,Brian Naidoo,45,Female,South Africa,Limpopo,8203197133064,SA-CAS-378910,Armed Robbery,715,2292707,Critical,Court Pending,Standard Bank,5,Yes,2016-07-14,2021-09-12,Officer Moyo,SA-ST-673
909,Tendai,Mokoena,Tendai Mokoena,34,Female,South Africa,Eastern Cape,6207278314150,SA-CAS-317129,Money Laundering,791,2874472,Critical,Closed,African Bank,0,Yes,2015-01-12,2024-05-08,Officer Smith,SA-ST-555
910,Mpho,Nkosi,Mpho Nkosi,62,Female,South Africa,Northern Cape,7111275469125,SA-CAS-817162,Money Laundering,786,892751,High,Open,Capitec,9,No,2017-11-18,2021-06-22,Officer Moyo,SA-ST-139
911,Tendai,Zulu,Tendai Zulu,35,Male,South Africa,Western Cape,7707029653146,SA-CAS-397156,Corruption,751,4426954,Critical,Convicted,Nedbank,0,Yes,2023-07-03,2023-02-07,Officer Mabena,SA-ST-566
912,Sipho,Mokoena,Sipho Mokoena,29,Female,South Africa,Northern Cape,0011127879126,SA-CAS-818218,Corruption,554,60624,High,Closed,Standard Bank,6,No,2019-04-07,2017-04-03,Officer Smith,SA-ST-820
913,Tendai,Mokoena,Tendai Mokoena,53,Male,South Africa,Eastern Cape,8005145905026,SA-CAS-470365,Drug Trafficking,739,2975160,Low,Convicted,African Bank,9,No,2024-09-26,2025-07-04,Officer Naidoo,SA-ST-422
914,Sipho,Khumalo,Sipho Khumalo,21,Female,South Africa,Gauteng,7206208510041,SA-CAS-167654,Money Laundering,474,1806057,Critical,Convicted,Absa,8,Yes,2025-11-05,2021-11-08,Officer Smith,SA-ST-569
915,Naledi,Ndlovu,Naledi Ndlovu,26,Female,South Africa,Mpumalanga,8904136579191,SA-CAS-864731,Vehicle Theft,819,4591185,Medium,Convicted,African Bank,4,Yes,2017-04-06,2021-02-01,Officer Smith,SA-ST-345
916,Tendai,Khumalo,Tendai Khumalo,21,Male,South Africa,Northern Cape,6501077257182,SA-CAS-510835,Armed Robbery,696,1408644,High,Closed,Capitec,2,Yes,2019-03-26,2021-04-02,Officer Mabena,SA-ST-288
917,Mpho,Khumalo,Mpho Khumalo,44,Male,South Africa,Free State,6810139732026,SA-CAS-889855,Vehicle Theft,477,877869,Medium,Under Investigation,Absa,0,No,2016-01-21,2025-09-15,Officer Nkosi,SA-ST-110
918,Tendai,Ndlovu,Tendai Ndlovu,63,Female,South Africa,Western Cape,0406252922055,SA-CAS-161464,Drug Trafficking,664,1407978,Low,Court Pending,African Bank,1,Yes,2023-10-05,2020-09-09,Officer Nkosi,SA-ST-983
919,Tendai,Mabaso,Tendai Mabaso,64,Male,South Africa,Gauteng,9609101268015,SA-CAS-946403,Fraud,412,3024649,High,Court Pending,FNB,10,No,2021-03-13,2023-09-16,Officer Smith,SA-ST-835
920,Mpho,Mokoena,Mpho Mokoena,45,Female,South Africa,Free State,0208103355167,SA-CAS-348867,Corruption,589,3928918,Low,Open,Capitec,2,Yes,2023-06-05,2024-06-20,Officer Moyo,SA-ST-409
921,Naledi,Mabaso,Naledi Mabaso,43,Male,South Africa,North West,8003096924150,SA-CAS-766700,Armed Robbery,410,3585578,Medium,Closed,Capitec,9,No,2022-01-23,2016-05-13,Officer Moyo,SA-ST-249
922,Ayanda,Mabaso,Ayanda Mabaso,36,Female,South Africa,Free State,9407234107136,SA-CAS-704514,Cybercrime,403,4930538,Low,Closed,African Bank,7,Yes,2020-04-16,2023-08-24,Officer Moyo,SA-ST-621
923,Naledi,Ndlovu,Naledi Ndlovu,39,Female,South Africa,KwaZulu-Natal,8812114803176,SA-CAS-625596,Drug Trafficking,344,4331711,Low,Court Pending,Capitec,10,No,2016-01-04,2024-12-11,Officer Mabena,SA-ST-802
924,Mpho,Nkosi,Mpho Nkosi,34,Female,South Africa,North West,6509177723154,SA-CAS-345245,Fraud,768,931143,High,Closed,Standard Bank,1,No,2019-08-27,2022-01-14,Officer Smith,SA-ST-805
925,Zanele,Dlamini,Zanele Dlamini,59,Male,South Africa,Western Cape,9103239437047,SA-CAS-171002,Cybercrime,535,2644453,Low,Closed,FNB,1,No,2016-11-18,2015-11-24,Officer Mabena,SA-ST-275
926,Mpho,Mthembu,Mpho Mthembu,26,Male,South Africa,Mpumalanga,6105233708185,SA-CAS-326748,Armed Robbery,695,4222773,Low,Court Pending,Nedbank,7,No,2021-09-29,2015-05-11,Officer Smith,SA-ST-838
927,Mpho,Mthembu,Mpho Mthembu,39,Male,South Africa,Western Cape,7107083988028,SA-CAS-270475,Fraud,308,2298289,Medium,Convicted,African Bank,6,No,2021-05-21,2015-03-21,Officer Mabena,SA-ST-472
928,Mpho,Mokoena,Mpho Mokoena,37,Male,South Africa,Mpumalanga,8102285143122,SA-CAS-948652,Fraud,527,3148868,High,Under Investigation,FNB,1,No,2025-04-25,2017-10-06,Officer Smith,SA-ST-722
929,Nomsa,Pillay,Nomsa Pillay,33,Female,South Africa,Western Cape,6212196750087,SA-CAS-723978,Fraud,646,3936352,Medium,Open,FNB,10,Yes,2023-01-23,2017-03-09,Officer Nkosi,SA-ST-303
930,Tendai,Zulu,Tendai Zulu,18,Female,South Africa,Eastern Cape,6104207762077,SA-CAS-511446,Cybercrime,461,91875,High,Court Pending,Nedbank,10,No,2025-02-07,2015-05-12,Officer Smith,SA-ST-555
931,Thabo,Pillay,Thabo Pillay,23,Male,South Africa,Northern Cape,8002028231027,SA-CAS-883697,Armed Robbery,620,4943564,Medium,Closed,Nedbank,9,Yes,2023-02-19,2019-04-26,Officer Nkosi,SA-ST-529
932,Sipho,Ndlovu,Sipho Ndlovu,28,Male,South Africa,Limpopo,9503275985153,SA-CAS-331659,Fraud,717,3937913,Medium,Convicted,Nedbank,7,Yes,2024-11-27,2018-12-22,Officer Smith,SA-ST-372
933,Brian,Mabaso,Brian Mabaso,50,Female,South Africa,North West,0503131660081,SA-CAS-809349,Armed Robbery,682,4836801,Low,Under Investigation,FNB,8,No,2024-08-19,2016-02-19,Officer Moyo,SA-ST-200
934,Thabo,Mabaso,Thabo Mabaso,23,Female,South Africa,Eastern Cape,8512126273126,SA-CAS-657868,Armed Robbery,626,638888,High,Closed,FNB,2,No,2018-06-15,2023-07-17,Officer Nkosi,SA-ST-324
935,Thabo,Mthembu,Thabo Mthembu,61,Female,South Africa,Limpopo,8905215377167,SA-CAS-215869,Corruption,550,2531393,Critical,Open,African Bank,2,Yes,2020-12-29,2025-11-12,Officer Mabena,SA-ST-170
936,Nomsa,Ndlovu,Nomsa Ndlovu,19,Female,South Africa,KwaZulu-Natal,8502061722024,SA-CAS-242707,Fraud,593,1879243,Medium,Closed,Absa,10,No,2017-04-19,2021-10-10,Officer Nkosi,SA-ST-843
937,Lerato,Ndlovu,Lerato Ndlovu,50,Male,South Africa,Mpumalanga,9404014218198,SA-CAS-592561,Cybercrime,799,4477554,Medium,Convicted,Absa,4,No,2022-03-04,2018-03-27,Officer Mabena,SA-ST-624
938,Lerato,Khumalo,Lerato Khumalo,33,Male,South Africa,North West,9103105647179,SA-CAS-381199,Cybercrime,321,3144720,Critical,Convicted,Capitec,9,Yes,2020-12-13,2022-11-09,Officer Naidoo,SA-ST-836
939,Ayanda,Naidoo,Ayanda Naidoo,20,Female,South Africa,North West,8510132117076,SA-CAS-240101,Corruption,308,958681,Critical,Under Investigation,Nedbank,5,No,2021-01-22,2024-08-16,Officer Moyo,SA-ST-241
940,Lerato,Mthembu,Lerato Mthembu,55,Female,South Africa,Eastern Cape,9905013583042,SA-CAS-635628,Fraud,631,1177650,Low,Closed,Capitec,9,No,2015-03-04,2020-09-09,Officer Nkosi,SA-ST-886
941,Ayanda,Nkosi,Ayanda Nkosi,60,Male,South Africa,Limpopo,0402018681055,SA-CAS-799823,Cybercrime,369,754347,Medium,Closed,Capitec,3,Yes,2019-07-20,2025-11-22,Officer Mabena,SA-ST-585
942,Zanele,Mokoena,Zanele Mokoena,43,Male,South Africa,North West,9108111522050,SA-CAS-687713,Money Laundering,667,1331824,Medium,Convicted,Absa,7,Yes,2015-07-11,2020-12-11,Officer Naidoo,SA-ST-128
943,Brian,Naidoo,Brian Naidoo,47,Male,South Africa,Northern Cape,7511173715150,SA-CAS-807621,Cybercrime,373,2441897,High,Open,Standard Bank,7,Yes,2016-09-15,2020-07-16,Officer Smith,SA-ST-245
944,Naledi,Zulu,Naledi Zulu,57,Female,South Africa,Northern Cape,8404191042080,SA-CAS-803892,Money Laundering,409,2286427,High,Open,African Bank,0,Yes,2019-01-16,2017-03-01,Officer Smith,SA-ST-289
945,Tendai,Zulu,Tendai Zulu,64,Male,South Africa,Northern Cape,6404272810068,SA-CAS-920746,Drug Trafficking,443,610114,High,Court Pending,Capitec,1,No,2017-12-22,2023-04-05,Officer Nkosi,SA-ST-248
946,Lerato,Pillay,Lerato Pillay,40,Female,South Africa,Western Cape,7910176344082,SA-CAS-461756,Corruption,516,2488940,Critical,Under Investigation,Capitec,10,No,2023-06-20,2016-10-31,Officer Moyo,SA-ST-571
947,Naledi,Pillay,Naledi Pillay,57,Male,South Africa,Free State,6910096864020,SA-CAS-677534,Vehicle Theft,353,1290335,Critical,Open,Nedbank,3,No,2024-11-16,2017-01-27,Officer Naidoo,SA-ST-274
948,Zanele,Dlamini,Zanele Dlamini,46,Female,South Africa,Limpopo,8907115645021,SA-CAS-186983,Identity Theft,772,1329369,Critical,Court Pending,Absa,1,Yes,2015-02-24,2021-11-12,Officer Naidoo,SA-ST-407
949,Thabo,Khumalo,Thabo Khumalo,60,Male,South Africa,Gauteng,6901206181085,SA-CAS-155745,Vehicle Theft,684,2933753,Low,Court Pending,Standard Bank,5,No,2020-02-15,2022-03-07,Officer Moyo,SA-ST-689
950,Brian,Khumalo,Brian Khumalo,49,Male,South Africa,Mpumalanga,9010042831191,SA-CAS-325040,Identity Theft,368,3982238,Medium,Under Investigation,Nedbank,6,Yes,2021-10-29,2015-03-10,Officer Smith,SA-ST-980
951,Sipho,Dlamini,Sipho Dlamini,53,Female,South Africa,Northern Cape,9904169856184,SA-CAS-942673,Corruption,507,950048,Low,Court Pending,African Bank,8,Yes,2020-05-05,2016-11-09,Officer Naidoo,SA-ST-676
952,Tendai,Dlamini,Tendai Dlamini,19,Male,South Africa,Mpumalanga,6211138080132,SA-CAS-688701,Corruption,343,4907654,High,Open,FNB,5,Yes,2022-06-11,2022-10-21,Officer Nkosi,SA-ST-670
953,Brian,Mabaso,Brian Mabaso,45,Male,South Africa,Gauteng,6101183492123,SA-CAS-121011,Cybercrime,439,4798009,Low,Convicted,Nedbank,0,No,2021-05-26,2025-08-20,Officer Nkosi,SA-ST-902
954,Tendai,Mthembu,Tendai Mthembu,28,Female,South Africa,Western Cape,6009265820171,SA-CAS-243778,Corruption,737,2736765,Critical,Open,African Bank,1,Yes,2023-07-29,2023-06-22,Officer Nkosi,SA-ST-143
955,Mpho,Mokoena,Mpho Mokoena,61,Female,South Africa,Northern Cape,7709047710123,SA-CAS-644133,Identity Theft,827,543739,High,Open,Nedbank,6,No,2020-06-10,2018-04-17,Officer Mabena,SA-ST-375
956,Sipho,Mokoena,Sipho Mokoena,53,Male,South Africa,North West,7604111683074,SA-CAS-915204,Drug Trafficking,414,1592453,Low,Court Pending,African Bank,6,No,2019-12-29,2019-09-29,Officer Smith,SA-ST-700
957,Naledi,Pillay,Naledi Pillay,19,Female,South Africa,Eastern Cape,9305284374010,SA-CAS-892993,Vehicle Theft,335,1160835,High,Court Pending,Absa,8,No,2025-05-04,2018-10-07,Officer Naidoo,SA-ST-789
958,Mpho,Naidoo,Mpho Naidoo,19,Female,South Africa,Gauteng,9212173263064,SA-CAS-258684,Armed Robbery,705,809334,Medium,Closed,African Bank,4,No,2025-04-10,2017-03-09,Officer Mabena,SA-ST-201
959,Zanele,Ndlovu,Zanele Ndlovu,33,Male,South Africa,Northern Cape,9112129894199,SA-CAS-361206,Cybercrime,682,119008,High,Convicted,Nedbank,1,No,2024-09-10,2024-01-08,Officer Mabena,SA-ST-790
960,Ayanda,Ndlovu,Ayanda Ndlovu,39,Male,South Africa,Gauteng,9604282897075,SA-CAS-789135,Fraud,727,1707474,High,Court Pending,Nedbank,0,No,2018-07-19,2019-11-07,Officer Mabena,SA-ST-862
961,Mpho,Mokoena,Mpho Mokoena,43,Male,South Africa,Gauteng,6611076815025,SA-CAS-896132,Fraud,467,3276237,Medium,Closed,Nedbank,6,No,2021-08-01,2023-08-09,Officer Mabena,SA-ST-885
962,Tendai,Mthembu,Tendai Mthembu,62,Male,South Africa,Mpumalanga,8308099087068,SA-CAS-433783,Cybercrime,657,3196857,Low,Closed,Capitec,10,No,2018-09-04,2022-08-15,Officer Nkosi,SA-ST-931
963,Brian,Nkosi,Brian Nkosi,22,Male,South Africa,KwaZulu-Natal,8608134511116,SA-CAS-980500,Fraud,752,4955931,Low,Open,Nedbank,5,Yes,2017-08-18,2016-07-31,Officer Mabena,SA-ST-879
964,Naledi,Pillay,Naledi Pillay,62,Female,South Africa,KwaZulu-Natal,8109278995145,SA-CAS-954434,Drug Trafficking,338,1912766,Critical,Convicted,FNB,3,Yes,2018-07-01,2019-11-03,Officer Smith,SA-ST-999
965,Mpho,Nkosi,Mpho Nkosi,56,Male,South Africa,Gauteng,8706035606145,SA-CAS-418873,Cybercrime,475,1040437,High,Open,Standard Bank,3,No,2025-04-24,2017-10-10,Officer Moyo,SA-ST-824
966,Sipho,Ndlovu,Sipho Ndlovu,36,Female,South Africa,Mpumalanga,9308041065080,SA-CAS-978724,Money Laundering,807,1190357,Medium,Convicted,Absa,7,No,2025-08-19,2019-06-16,Officer Moyo,SA-ST-960
967,Nomsa,Zulu,Nomsa Zulu,42,Female,South Africa,Western Cape,7010198498071,SA-CAS-242967,Corruption,697,1850748,High,Court Pending,African Bank,10,No,2024-08-09,2018-03-08,Officer Mabena,SA-ST-789
968,Tendai,Zulu,Tendai Zulu,65,Female,South Africa,KwaZulu-Natal,6108273806098,SA-CAS-975873,Identity Theft,400,3146908,Low,Convicted,African Bank,10,Yes,2016-03-18,2018-09-11,Officer Moyo,SA-ST-536
969,Sipho,Pillay,Sipho Pillay,62,Female,South Africa,Eastern Cape,9108087382158,SA-CAS-351729,Vehicle Theft,742,1453336,Low,Open,Capitec,2,Yes,2022-02-19,2019-11-14,Officer Smith,SA-ST-151
970,Mpho,Pillay,Mpho Pillay,27,Male,South Africa,North West,8309221613093,SA-CAS-424309,Corruption,575,2400859,Critical,Closed,Standard Bank,5,Yes,2022-11-19,2024-10-21,Officer Nkosi,SA-ST-170
971,Tendai,Pillay,Tendai Pillay,51,Female,South Africa,Eastern Cape,9409166852063,SA-CAS-316118,Armed Robbery,401,1120545,Low,Closed,African Bank,1,No,2018-07-16,2022-02-15,Officer Nkosi,SA-ST-562
972,Tendai,Zulu,Tendai Zulu,45,Female,South Africa,Eastern Cape,6711235126021,SA-CAS-862944,Cybercrime,514,3050181,Critical,Court Pending,African Bank,8,No,2023-05-06,2019-11-15,Officer Mabena,SA-ST-400
973,Lerato,Nkosi,Lerato Nkosi,59,Female,South Africa,Northern Cape,9601114668065,SA-CAS-717116,Cybercrime,784,3494480,Low,Convicted,Capitec,10,Yes,2019-12-11,2016-12-14,Officer Nkosi,SA-ST-412
974,Naledi,Khumalo,Naledi Khumalo,59,Male,South Africa,Eastern Cape,9205202826138,SA-CAS-516578,Drug Trafficking,753,2948951,Critical,Closed,Nedbank,8,No,2015-08-11,2015-04-06,Officer Naidoo,SA-ST-252
975,Thabo,Mabaso,Thabo Mabaso,25,Male,South Africa,Western Cape,9611084591029,SA-CAS-268676,Money Laundering,588,4808964,Low,Open,Standard Bank,10,No,2015-07-08,2022-07-23,Officer Mabena,SA-ST-314
976,Ayanda,Pillay,Ayanda Pillay,21,Male,South Africa,Eastern Cape,8106211524038,SA-CAS-712304,Cybercrime,330,1951894,Medium,Open,Absa,3,No,2021-11-15,2021-01-04,Officer Mabena,SA-ST-899
